ResponseId,ih_ranking_full_DO,statement_id,text,humility,uncertainty,respect,limitations,female,age,white,hispanic_ind,college,seven_point_party_num,im_views,gc_views,cc_views
R_zefUDwjeGEaQfYZ,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.|The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.|The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,15,1,1,1,0,39,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_zefUDwjeGEaQfYZ,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.|The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.|The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",90,85,85,75,0,39,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_zefUDwjeGEaQfYZ,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.|The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.|The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.",cc_IHn_227_1,The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.,85,80,85,45,0,39,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_zefUDwjeGEaQfYZ,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.|The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.|The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.",cc_IHy_220_0,The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.,1,40,70,15,0,39,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_zefUDwjeGEaQfYZ,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.|The United States should do something about climate change. Climate change could be bad for the US. Climate change might cause extreme weather. The US should look into climate change more.|The US might need to crack down on limiting power use and carbon emissions. Everyone might die if we allow climate change to continue. I'm no expert but it seems like it's our responsibility to help prevent climate change.",im_IHn_64_2,"To me, it is clear that recent immigration is good for the US. Those that disagree are not necessarily xenophobic and racist. Politicians try to scare people by amplifying any negative actions of immigrants while ignoring positive contributions. Perhaps, they do so only for political gain.",10,20,75,35,0,39,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_rqeylu7yzlVuhPz,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.|It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.|I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,5,0,0,5,1,59,1,0,0,1,Somewhat agree,Strongly agree,Strongly agree
R_rqeylu7yzlVuhPz,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.|It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.|I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",100,100,100,100,1,59,1,0,0,1,Somewhat agree,Strongly agree,Strongly agree
R_rqeylu7yzlVuhPz,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.|It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.|I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",cc_IHn_190_2,"It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.",100,100,100,100,1,59,1,0,0,1,Somewhat agree,Strongly agree,Strongly agree
R_rqeylu7yzlVuhPz,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.|It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.|I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",gc_IHn_50_2,"I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.",3,5,0,0,1,59,1,0,0,1,Somewhat agree,Strongly agree,Strongly agree
R_rqeylu7yzlVuhPz,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I my opinion, people who love their guns more than the lives of other people are horrible people. They probably should have their guns taken away from them. It appears they don't care about human life at all and are totally fine with kids dying. I might be wrong but anyone not in favor of gun control is a bad person.|It's possible that these catastrophic weather events like hurricanes and typhoons are happening more frequently due to climate change. That alone might be enough reason to do something about it because it might help prevent cities, communities and lives from being literally wiped out. Also extreme heat from climate change when in summer might become increasingly more dangerous. Think of communities that lack infrastructure and resources to deal with extreme heat and it's possible that older people might die.|I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",gc_IHy_55_0,"I'm no expert, but I think it is worth examining stricter gun laws in this country. What I have seen on the media is needless violence. While the statistics may not be as dire as what we see on TV, I don't believe it could hurt to try and fix this issue.",100,100,100,100,1,59,1,0,0,1,Somewhat agree,Strongly agree,Strongly agree
R_b88atbqVvXlc7HH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|Immigrants have as much right to live in our country as we do. If they like the U.S. as a place to live. Immigrants aren't ""stealing"" jobs from non-immigrant Americans|The US should do more to prevent climate change. It's the responsibility of both the government and big business. Climate change is a serious problem no matter what anyone else says. The government must do more to regulate and deal with climate change.|I feel the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country would never have become the economic powerhouse that it is. Without recent immigration, we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. I think we need more immigrants, if we are to continue to be the world's leading economy. Recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late. Although, I would like to hear others' opinions on the issue.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,0,0,0,0,1,23,1,0,1,3,Strongly agree,Strongly agree,Strongly agree
R_b88atbqVvXlc7HH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|Immigrants have as much right to live in our country as we do. If they like the U.S. as a place to live. Immigrants aren't ""stealing"" jobs from non-immigrant Americans|The US should do more to prevent climate change. It's the responsibility of both the government and big business. Climate change is a serious problem no matter what anyone else says. The government must do more to regulate and deal with climate change.|I feel the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country would never have become the economic powerhouse that it is. Without recent immigration, we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. I think we need more immigrants, if we are to continue to be the world's leading economy. Recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late. Although, I would like to hear others' opinions on the issue.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",100,100,100,50,1,23,1,0,1,3,Strongly agree,Strongly agree,Strongly agree
R_b88atbqVvXlc7HH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|Immigrants have as much right to live in our country as we do. If they like the U.S. as a place to live. Immigrants aren't ""stealing"" jobs from non-immigrant Americans|The US should do more to prevent climate change. It's the responsibility of both the government and big business. Climate change is a serious problem no matter what anyone else says. The government must do more to regulate and deal with climate change.|I feel the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country would never have become the economic powerhouse that it is. Without recent immigration, we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. I think we need more immigrants, if we are to continue to be the world's leading economy. Recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late. Although, I would like to hear others' opinions on the issue.",cc_IHy_55_3,The US should do more to prevent climate change. It's the responsibility of both the government and big business. Climate change is a serious problem no matter what anyone else says. The government must do more to regulate and deal with climate change.,0,0,50,0,1,23,1,0,1,3,Strongly agree,Strongly agree,Strongly agree
R_b88atbqVvXlc7HH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|Immigrants have as much right to live in our country as we do. If they like the U.S. as a place to live. Immigrants aren't ""stealing"" jobs from non-immigrant Americans|The US should do more to prevent climate change. It's the responsibility of both the government and big business. Climate change is a serious problem no matter what anyone else says. The government must do more to regulate and deal with climate change.|I feel the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country would never have become the economic powerhouse that it is. Without recent immigration, we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. I think we need more immigrants, if we are to continue to be the world's leading economy. Recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late. Although, I would like to hear others' opinions on the issue.",im_IHn_1_3,"I feel the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country would never have become the economic powerhouse that it is. Without recent immigration, we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. I think we need more immigrants, if we are to continue to be the world's leading economy. Recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late. Although, I would like to hear others' opinions on the issue.",50,0,75,0,1,23,1,0,1,3,Strongly agree,Strongly agree,Strongly agree
